index,user,question,question_class,question_cluster,answer_v1,answer_v2,v1_x_v2,is_domain
115,105,what is failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
116,105,what is fault,whQuestion,145,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
117,105,what is a error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
118,105,what is is failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
119,105,what is test case,whQuestion,152,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896,True
120,105,what is fault-based,whQuestion,48,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
121,105,what is is fault based,whQuestion,48,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
122,106,"Hi, how are you",whQuestion,157,"I am fine, what about you","Sorry, I didn't quite catch that",0.0074151707813143,False
123,106,Fine thanks,Statement,203,You are welcome! :),No worries!,0.4101815521717071,False
124,106,How do I calculate McCabe index,whQuestion,119,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.3258585929870605,True
125,106,How do I apply the McCabe criteria,whQuestion,119,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301,True
126,106,How can I calculate McCabe,Emphasis,119,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.269802838563919,True
127,106,What is a test case,whQuestion,152,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896,True
128,106,What is software testing,whQuestion,118,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
129,106,What is a limitation of software testing,whQuestion,149,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
130,106,What is the most important limitation of software testing,Clarify,149,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832,True
131,106,What is a software fault,whQuestion,114,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796,True
132,106,What is a software error,whQuestion,190,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896,True
133,106,What is a software failure,whQuestion,133,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0,True
134,106,Which problems are associated with software testing,Reject,38,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",-0.0304460600018501,True
